iid,age,gender,race,imprace,imprelig,goal,date,go_out,career_c,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
117,21.0,0,2.0,8.0,10.0,1.0,3.0,1.0,7.0,6.0,4.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,15.0,20.0,8.0,7.0,8.0,8.0,8.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0
119,19.0,0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,15.0,40.0,15.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0,8.0,10.0,10.0,10.0,10.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0
120,20.0,0,3.0,1.0,4.0,5.0,4.0,3.0,6.0,3.0,5.0,10.0,10.0,31.610603435343535,27.5,8.0,2.0,50.0,1.0,20.0,20.0,2.0,7.0,6.0,8.0,8.0,8.0,9.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0
121,21.0,0,2.0,8.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,35.0,15.0,8.702327607760777,27.5,15.0,0.0,60.0,5.0,0.0,20.0,0.0,15.0,3.0,9.0,7.0,9.0,9.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0
122,22.0,1,6.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,8.0,8.0,8.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0
123,18.0,1,4.0,3.0,5.0,2.0,5.0,1.0,4.0,5.0,1.0,40.0,10.0,20.0,7.5,5.0,10.0,20.0,31.349999999999998,10.0,7.5,5.0,10.0,8.0,7.0,7.0,7.0,8.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,4.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0
124,22.0,1,4.0,1.0,1.0,2.0,4.0,1.0,1.0,6.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0,8.0,8.0,10.0,10.0,10.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0
125,21.0,1,2.0,3.0,1.0,1.0,3.0,1.0,4.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.5,9.0,10.0,10.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0
126,22.0,1,2.0,7.0,5.0,4.0,6.0,3.0,4.0,6.0,5.0,25.0,27.60985302939412,15.0,10.0,5.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0
127,22.0,1,2.0,1.0,1.0,6.0,5.0,1.0,6.0,2.0,19.5,25.0,25.0,25.0,15.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,9.0,9.0,8.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,5.0,3.0,5.0,5.0,6.0,4.0,7.0,1.0,5.0,8.0,7.0,5.0,10.0
128,21.0,1,2.0,3.0,1.0,1.0,3.0,2.0,5.0,5.0,13.0,40.0,15.0,10.0,20.0,10.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,8.0,7.0,8.0,7.0,7.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,4.0,4.0,8.0,7.0,3.0,5.0,3.0,4.0,8.0,10.0,10.0,2.0,2.0
129,26.0,1,2.0,1.0,1.0,3.0,3.0,3.0,7.0,10.0,10.0,40.0,20.0,20.0,20.0,10.0,11.0,40.0,21.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,7.0,4.0,7.0,9.0,4.0,5.0,9.0,2.0,6.0,9.0,4.0,4.0,7.0,6.0,6.0,4.0,6.0
130,20.0,1,4.0,4.0,1.0,1.0,6.0,2.0,10.0,6.0,1.0,40.0,10.0,10.0,18.0,10.0,11.0,60.0,20.0,10.0,10.0,10.0,10.0,5.0,6.5,6.5,6.0,6.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,7.0,4.0,9.0,8.0,3.0,2.0,7.0,5.0,7.0,6.0,2.0,1.0,4.0,2.375,9.0,6.0,2.0
131,19.0,1,4.0,4.0,1.0,2.0,7.0,3.0,10.0,5.0,0.0,25.0,10.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0,4.0,6.5,6.5,4.0,6.0,25.0,14.285714285714285,15.0,19.148936170212767,10.0,14.142857142857142,7.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0
132,27.0,0,2.0,10.0,1.0,1.0,7.0,2.0,7.0,5.0,4.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,22.727727227277274,15.908409159084094,13.638636136386365,15.908409159084094,13.638636136386365,18.178182181781825,8.0,10.0,9.0,10.0,10.0,23.25581395348837,16.27906976744186,16.27906976744186,16.27906976744186,11.627906976744185,16.27906976744186,7.0,8.0,8.0,8.0,8.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,5.0,10.0,3.0,10.0,1.0,10.0
133,24.0,0,4.0,8.0,6.0,1.0,6.0,5.0,2.0,5.0,4.0,12.770000000000001,19.15,17.02,17.02,14.89,19.15,24.32,16.22,13.51,16.22,10.81,18.92,6.0,8.0,8.0,7.0,7.0,17.073170731707318,17.073170731707318,17.073170731707318,17.073170731707318,14.634146341463413,17.073170731707318,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,10.0,8.0,10.0,4.0,3.0,6.0,4.0,8.0,7.0,10.0,9.0,7.0,6.0
134,23.0,0,2.0,8.0,10.0,1.0,5.0,3.0,2.0,8.0,4.0,6.669333066693331,19.99800019998,19.99800019998,17.778222177782222,19.99800019998,15.558444155584441,20.512051205120514,15.381538153815383,12.821282128212822,20.512051205120514,12.821282128212822,17.95179517951795,7.0,8.0,8.0,8.0,8.0,13.636363636363635,20.454545454545457,20.454545454545457,15.909090909090908,15.909090909090908,13.636363636363635,7.0,8.0,8.0,8.0,8.0,7.0,4.0,4.0,8.0,9.0,6.0,7.0,8.0,6.0,8.0,5.0,9.0,5.0,7.0,8.0,8.0,8.0
135,26.0,0,2.0,9.0,6.0,1.0,7.0,2.0,2.0,6.0,4.0,18.178182181781825,22.727727227277274,18.178182181781825,13.638636136386365,13.638636136386365,13.638636136386365,18.75,16.67,14.580000000000002,18.75,18.75,12.5,9.0,10.0,9.0,7.0,6.0,16.3265306122449,16.3265306122449,16.3265306122449,18.367346938775512,18.367346938775512,14.285714285714285,7.0,8.0,8.0,8.0,8.0,3.0,1.0,1.0,4.0,9.0,9.0,10.0,1.0,7.0,7.0,1.0,8.0,7.0,10.0,10.0,2.0,9.0
137,26.0,1,4.0,1.0,1.0,1.0,4.0,1.0,8.0,7.0,4.0,17.39,17.39,15.22,17.39,13.04,19.57,14.891489148914891,17.021702170217022,17.021702170217022,17.021702170217022,14.891489148914891,19.151915191519148,7.0,9.0,9.0,8.0,8.0,21.951219512195124,14.634146341463413,12.195121951219512,19.51219512195122,12.195121951219512,19.51219512195122,7.0,8.0,8.0,8.0,8.0,6.0,1.0,8.0,8.0,4.0,4.0,1.0,5.0,7.0,4.0,7.0,1.0,9.0,9.0,10.0,8.0,3.0
138,32.0,1,2.0,9.0,6.0,1.0,3.0,2.0,7.0,6.0,4.0,20.0,20.0,20.0,20.0,6.67,13.33,18.366326734653068,18.366326734653068,16.326734653069384,16.326734653069384,16.326734653069384,14.2871425714857,8.0,8.0,8.0,8.0,8.0,20.930232558139537,20.930232558139537,16.27906976744186,18.6046511627907,6.976744186046512,16.27906976744186,7.0,8.0,8.0,8.0,8.0,7.0,2.0,9.0,8.0,6.0,6.0,1.0,7.0,7.0,9.0,9.0,4.0,9.0,2.375,9.0,6.0,2.0
139,34.0,1,4.0,6.0,1.0,1.0,6.0,3.0,2.0,8.0,4.0,18.75,16.67,18.75,20.83,12.5,12.5,19.60803919608039,19.60803919608039,15.688431156884311,19.60803919608039,11.75882411758824,13.72862713728627,8.0,8.0,9.0,9.0,6.0,21.27659574468085,19.148936170212767,17.02127659574468,19.148936170212767,6.382978723404255,17.02127659574468,7.0,8.0,8.0,8.0,8.0,7.0,5.0,8.0,10.0,9.0,9.0,6.0,5.0,6.0,10.0,8.0,7.0,10.0,8.0,9.0,7.0,8.0
140,29.0,1,2.0,5.0,5.0,1.0,5.0,2.0,7.0,6.0,4.0,18.6018601860186,16.28162816281628,18.6018601860186,18.6018601860186,11.631163116311631,16.28162816281628,15.556888622275544,17.77644471105779,17.77644471105779,15.556888622275544,15.556888622275544,17.77644471105779,7.0,7.0,8.0,9.0,8.0,14.893617021276595,19.148936170212767,17.02127659574468,14.893617021276595,14.893617021276595,19.148936170212767,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,9.0,5.0,5.0,5.0,5.0,7.0,9.0,6.0,7.0,6.0,4.0,5.0,4.0,3.0
141,28.0,1,3.0,4.0,4.0,1.0,6.0,2.0,7.0,4.0,4.0,20.83,20.83,16.67,16.67,6.25,18.75,19.050000000000004,7.140000000000001,19.050000000000004,23.810000000000002,21.430000000000003,9.520000000000001,7.0,9.0,8.0,8.0,6.0,21.73913043478261,19.565217391304348,8.695652173913043,15.217391304347828,17.391304347826086,17.391304347826086,7.0,8.0,8.0,8.0,8.0,10.0,10.0,3.0,9.0,5.0,5.0,7.0,5.0,7.0,4.0,8.0,9.0,10.0,8.0,9.0,6.0,6.0
142,24.0,0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,7.0,4.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,19.568043195680435,13.038696130386962,17.38826117388261,19.568043195680435,15.218478152184783,15.218478152184783,9.0,9.0,10.0,9.0,7.0,20.0,17.5,15.0,17.5,15.0,15.0,7.0,8.0,8.0,8.0,8.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,13.5,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
143,33.0,0,2.0,6.0,2.0,2.0,7.0,4.0,1.0,6.0,4.0,8.330833083308331,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,17.85821417858214,16.06839316068393,17.85821417858214,16.06839316068393,14.288571142885708,17.85821417858214,7.0,10.0,8.0,7.0,7.0,10.204081632653061,16.3265306122449,18.367346938775512,16.3265306122449,18.367346938775512,20.408163265306122,7.0,8.0,8.0,8.0,8.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0
144,23.0,0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,4.0,16.0,16.0,16.0,18.0,18.0,16.0,19.99600079984003,15.556888622275544,15.556888622275544,17.77644471105779,15.556888622275544,15.556888622275544,7.0,8.0,9.0,8.0,9.0,19.047619047619047,16.666666666666664,16.666666666666664,16.666666666666664,14.285714285714285,16.666666666666664,7.0,8.0,8.0,8.0,8.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
145,24.0,0,2.0,9.0,7.0,2.0,7.0,1.0,2.0,5.0,4.0,11.361136113611362,18.181818181818183,22.73227322732274,18.181818181818183,11.361136113611362,18.181818181818183,22.22,13.33,17.78,20.0,8.89,17.78,5.0,6.5,9.0,7.0,7.0,17.307692307692307,15.384615384615385,17.307692307692307,15.384615384615385,17.307692307692307,17.307692307692307,7.0,8.0,8.0,8.0,8.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
146,34.0,0,2.0,1.0,7.0,4.0,7.0,1.0,2.0,5.0,4.0,18.18,18.18,18.18,18.18,13.639999999999999,13.639999999999999,20.0,13.33,15.560000000000002,20.0,13.33,17.78,8.0,8.0,8.0,8.0,8.0,20.0,13.333333333333334,15.555555555555555,20.0,13.333333333333334,17.77777777777778,7.0,8.0,8.0,8.0,8.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
147,26.0,0,4.0,3.0,3.0,5.0,5.0,1.0,7.0,5.0,4.0,18.0,18.0,20.0,18.0,16.0,10.0,25.0,12.5,12.5,25.0,12.5,12.5,8.0,7.0,9.0,8.0,7.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0
148,27.0,0,4.0,7.0,4.0,5.0,4.0,1.0,7.0,5.0,4.0,15.09,16.98,16.98,18.87,18.87,13.209999999999999,23.81,16.67,14.29,23.81,9.52,11.9,8.0,9.0,9.0,9.0,8.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0
149,28.0,0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,4.0,4.0,8.510000000000002,19.15,19.15,19.15,19.15,14.890000000000004,28.57,8.57,20.0,20.0,14.29,8.57,8.0,8.0,8.0,8.0,8.0,25.0,10.0,17.5,22.5,20.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0
150,31.0,0,2.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,4.0,12.0,20.0,20.0,20.0,14.000000000000002,14.000000000000002,25.0,15.0,15.0,15.0,15.0,15.0,7.0,9.0,9.0,8.0,8.0,20.0,20.0,17.142857142857142,14.285714285714285,14.285714285714285,14.285714285714285,7.0,8.0,8.0,8.0,8.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0
151,28.0,0,2.0,1.0,2.0,3.0,3.0,1.0,9.0,3.0,4.0,14.55145514551455,16.361636163616357,18.18181818181818,18.18181818181818,16.361636163616357,16.361636163616357,23.807619238076192,14.288571142885711,16.668333166683336,19.048095190480954,14.288571142885711,11.898810118988102,9.0,10.0,10.0,10.0,8.0,18.181818181818183,13.636363636363635,15.909090909090908,18.181818181818183,20.454545454545457,13.636363636363635,7.0,8.0,8.0,8.0,8.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0
152,27.0,0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,4.0,14.000000000000002,20.0,20.0,14.000000000000002,18.0,14.000000000000002,24.322432243224323,13.511351135113511,13.511351135113511,24.322432243224323,8.11081108110811,16.22162216221622,7.0,9.0,10.0,8.0,8.0,16.666666666666664,21.428571428571427,16.666666666666664,16.666666666666664,16.666666666666664,11.904761904761903,7.0,8.0,8.0,8.0,8.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0
153,28.0,0,4.0,1.0,1.0,2.0,6.0,3.0,2.0,6.0,4.0,9.76097609760976,19.51195119511951,19.51195119511951,14.63146314631463,19.51195119511951,17.071707170717072,23.525294941011797,17.646470705858825,14.707058588282344,14.707058588282344,14.707058588282344,14.707058588282344,7.0,7.0,7.0,6.0,6.0,15.217391304347828,17.391304347826086,17.391304347826086,17.391304347826086,17.391304347826086,15.217391304347828,7.0,8.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,10.0,6.0,7.0,9.0,7.0,7.0,8.0,5.0
154,27.0,0,2.0,8.0,3.0,6.0,4.0,1.0,7.0,7.0,4.0,15.380000000000003,17.31,17.31,17.31,17.31,15.380000000000003,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,8.0,9.0,9.0,9.0,9.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0
155,27.0,0,2.0,5.0,1.0,2.0,5.0,1.0,9.0,3.0,4.0,15.09,18.87,18.87,16.98,16.98,13.209999999999999,21.949999999999996,14.629999999999999,12.199999999999998,21.949999999999996,9.759999999999998,19.509999999999998,7.0,10.0,8.0,6.0,9.0,17.391304347826086,17.391304347826086,15.217391304347828,19.565217391304348,15.217391304347828,15.217391304347828,7.0,8.0,8.0,8.0,8.0,2.0,1.0,10.0,10.0,7.0,8.0,5.0,1.0,1.0,10.0,4.0,10.0,9.0,5.0,7.0,7.0,4.0
156,30.0,0,1.0,1.0,1.0,2.0,6.0,3.0,7.0,6.0,4.0,14.000000000000002,18.0,16.0,18.0,18.0,16.0,18.871887188718873,15.091509150915089,15.091509150915089,18.871887188718873,15.091509150915089,16.98169816981698,8.0,10.0,9.0,10.0,10.0,18.867924528301888,15.09433962264151,15.09433962264151,18.867924528301888,15.09433962264151,16.9811320754717,7.0,8.0,8.0,8.0,8.0,3.0,7.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0
157,28.0,0,4.0,5.0,3.0,1.0,6.0,1.0,7.0,4.0,4.0,14.287142571485703,16.326734653069387,16.326734653069387,18.36632673465307,18.36632673465307,16.326734653069387,23.259999999999998,16.28,13.95,16.28,13.95,16.28,7.0,8.0,8.0,9.0,9.0,19.047619047619047,19.047619047619047,16.666666666666664,16.666666666666664,14.285714285714285,14.285714285714285,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,9.0,2.0,9.0,7.0,4.0,6.0,7.0,5.0,6.0,6.0,3.0
158,23.0,1,2.0,3.0,4.0,4.0,6.0,2.0,2.0,7.0,4.0,19.048095190480954,19.048095190480954,19.048095190480954,19.048095190480954,9.519048095190481,14.288571142885711,15.216956608678265,19.56608678264347,19.56608678264347,19.56608678264347,8.698260347930413,17.386522695460908,7.0,9.0,9.0,7.0,6.0,21.951219512195124,17.073170731707318,14.634146341463413,17.073170731707318,9.75609756097561,19.51219512195122,7.0,8.0,8.0,8.0,8.0,2.0,4.0,4.0,6.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,5.0,8.0,4.0,9.0,5.0,1.0
159,28.0,1,2.0,7.0,2.0,1.0,6.0,2.0,2.0,6.0,4.0,15.913182636527305,20.454090818163632,20.454090818163632,20.454090818163632,11.362272454490897,11.362272454490897,14.81,18.52,18.52,16.67,14.81,16.67,5.0,9.0,9.0,8.0,7.0,22.22222222222222,22.22222222222222,16.666666666666664,19.444444444444446,5.555555555555555,13.88888888888889,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,9.0,9.0,8.0,6.0,4.0,5.0,8.0,7.0,7.0,9.0,8.0,9.0,7.0,2.0
160,29.0,1,1.0,3.0,4.0,2.0,5.0,2.0,8.0,6.0,4.0,16.0,18.0,18.0,18.0,14.000000000000002,16.0,14.2871425714857,20.405918816236753,16.326734653069384,16.326734653069384,18.366326734653068,14.2871425714857,8.0,8.0,8.0,9.0,9.0,19.565217391304348,15.217391304347828,17.391304347826086,17.391304347826086,15.217391304347828,15.217391304347828,7.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,6.0,6.0,4.0,3.0,4.0,8.0,6.0,3.0,7.0,9.0,6.0,9.0,3.0,2.0
161,22.0,1,2.0,6.0,2.0,2.0,4.0,2.0,10.0,7.0,4.0,16.67,18.75,18.75,18.75,18.75,8.33,14.549999999999999,18.179999999999996,18.179999999999996,16.359999999999996,18.179999999999996,14.549999999999999,8.0,7.0,9.0,9.0,7.0,16.0,16.0,18.0,18.0,18.0,14.000000000000002,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,9.0,9.0,8.0,6.0,8.0,6.0,9.0,6.0,2.0
162,27.0,1,4.0,1.0,1.0,2.0,6.0,2.0,4.0,4.0,4.0,15.218478152184783,15.218478152184783,19.568043195680435,17.38826117388261,13.038696130386962,19.568043195680435,13.04,19.57,19.57,17.39,17.39,13.04,7.0,8.0,9.0,7.0,8.0,18.6046511627907,16.27906976744186,16.27906976744186,18.6046511627907,13.953488372093023,16.27906976744186,7.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,8.0,7.0,7.0,6.0,2.0,8.0,5.0,4.0,3.0,9.0,10.0,10.0,7.0,3.0
163,26.0,1,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,12.0,20.0,20.0,20.0,16.0,12.0,14.287142571485703,14.287142571485703,14.287142571485703,23.805238952209557,14.287142571485703,19.04619076184763,7.0,8.0,9.0,8.0,7.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,6.0,2.0,2.0,4.0,8.0,8.0,4.0,1.0,1.0,8.0,1.0,6.0,6.0,4.0,6.0,2.0,1.0
164,27.0,1,2.0,1.0,1.0,1.0,6.0,2.0,2.0,5.0,4.0,20.512051205120514,23.082308230823077,20.512051205120514,17.951795179517948,2.56025602560256,15.38153815381538,21.87343796860942,15.62531240627812,15.62531240627812,15.62531240627812,15.62531240627812,15.62531240627812,7.0,9.0,9.0,6.0,4.0,24.242424242424242,15.151515151515152,15.151515151515152,15.151515151515152,15.151515151515152,15.151515151515152,7.0,8.0,8.0,8.0,8.0,7.0,5.0,5.0,6.0,7.0,7.0,7.0,1.0,3.0,7.0,2.0,5.0,6.0,4.0,6.0,2.0,2.0
165,30.0,1,2.0,4.0,7.0,3.0,6.0,3.0,6.0,6.0,4.0,16.67,12.5,20.83,18.75,12.5,18.75,9.09090909090909,20.45204520452045,18.18181818181818,20.45204520452045,13.641364136413642,18.18181818181818,8.0,6.5,9.0,7.0,4.0,26.31578947368421,15.789473684210526,15.789473684210526,21.052631578947366,5.263157894736842,15.789473684210526,7.0,8.0,8.0,8.0,8.0,3.0,1.0,6.0,6.0,7.0,7.0,2.0,1.0,1.0,10.0,8.0,8.0,8.0,5.0,5.0,2.0,2.0
166,26.0,1,6.0,1.0,9.0,5.0,5.0,2.0,7.0,6.0,4.0,27.779999999999998,19.44,19.44,27.5,2.78,2.78,21.73782621737826,15.218478152184781,15.218478152184781,15.218478152184781,17.38826117388261,15.218478152184781,7.0,7.0,7.0,7.0,7.0,21.27659574468085,17.02127659574468,17.02127659574468,17.02127659574468,12.76595744680851,14.893617021276595,7.0,8.0,8.0,8.0,8.0,5.0,5.0,9.0,4.0,4.0,2.0,5.0,1.0,3.0,9.0,1.0,5.0,8.0,7.0,10.0,1.0,7.0
167,23.0,1,2.0,1.0,1.0,2.0,6.0,2.0,2.0,3.0,4.0,18.6018601860186,13.95139513951395,18.6018601860186,16.28162816281628,16.28162816281628,16.28162816281628,13.639999999999999,18.18,20.45,13.639999999999999,15.909999999999998,18.18,6.0,7.0,7.0,7.0,5.0,23.684210526315788,13.157894736842104,15.789473684210526,21.052631578947366,13.157894736842104,13.157894736842104,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,6.0,8.0,8.0,9.0,2.0,5.0,6.0,5.0,6.0,8.0,6.0,7.0,3.0,2.0
168,23.0,1,4.0,1.0,1.0,1.0,4.0,2.0,10.0,5.0,4.0,11.10888911108889,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,5.0,6.5,6.5,5.0,5.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0
169,28.0,1,2.0,2.0,3.0,2.0,6.0,2.0,2.0,6.0,4.0,17.778222177782222,19.99800019998,17.778222177782222,15.558444155584441,15.558444155584441,13.32866713328667,19.99800019998,15.558444155584441,17.778222177782222,17.778222177782222,15.558444155584441,13.32866713328667,7.0,9.0,8.0,7.0,7.0,21.27659574468085,12.76595744680851,14.893617021276595,19.148936170212767,12.76595744680851,19.148936170212767,7.0,8.0,8.0,8.0,8.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0
